gene_id	median_tl_by_palseq	tag_count
chr16-245	43	85
chr16-296	48	69
chr16-312	67.5	64
chr16-450	93	35
chr16-64	29	301
chr16-303	41	68
chr16-60	34	309
chr16-579	32.5	24
chr16-214	38	100
chr16-286	40.5	72
chr16-101	32	206
chr16-432	21	38
chr16-933	32	11
chr16-646	31	20
chr16-494	42	31
chr16-692	8	19
chr16-667	59	19
chr16-666	39	19
chr16-809	74	14
chr16-483	72	32
chr16-668	47	19
chr16-259	46	81
chr16-122	28	178
chr16-111	23	196
chr16-597	25	23
chr16-693	51.5	16
chr16-484	71	32
chr16-224	33	96
chr16-87	69	248
chr16-895	91.5	12
chr16-160	33	144
chr16-1066	16	12
chr16-647	23.5	20
chr16-421	44	40
chr16-102	24	206
chr16-366	41	50
chr16-622	43	21
chr16-719	19	17
chr16-771	19	15
chr16-389	98	45
chr16-219	31.5	98
chr16-280	44	73
chr16-485	37.5	32
chr16-317	143	63
chr16-375	60.5	48
chr16-989	25	10
chr16-433	39	36
chr16-40	34	404
chr16-896	44	12
chr16-266	21	76
chr16-810	37	14
chr16-598	73	23
chr16-811	19.5	14
chr16-339	33	57
chr16-772	47.5	20
chr16-694	42.5	18
chr16-313	21.5	64
chr16-897	32.5	12
chr16-744	39	16
chr16-446	47	35
chr16-648	30	20
chr16-607	38.5	22
chr16-495	22	35
chr16-67	48	295
chr16-608	4	23
chr16-695	45	20
chr16-812	40	14
chr16-318	35	66
chr16-720	33	17
chr16-898	43	12
chr16-990	64	10
chr16-851	99	13
chr16-934	20	11
chr16-852	38	13
chr16-721	61	17
chr16-356	42	52
chr16-935	44	11
chr16-696	105	15
chr16-156	38.5	144
chr16-722	35	16
chr16-390	68	45
chr16-1075	20	13
chr16-745	162.5	16
chr16-434	57.5	38
chr16-340	28	57
chr16-992	36.5	10
chr16-936	19	11
chr16-127	16	168
chr16-854	18	13
chr16-385	37	46
chr16-723	47	17
chr16-447	33.5	36
chr16-773	92	15
chr16-44	47	366
chr16-472	38	33
chr16-251	59.5	84
chr16-406	40	43
chr16-524	104	31
chr16-262	39	79
chr16-774	22	15
chr16-746	39	16
chr16-747	69	16
chr16-813	21	14
chr16-341	34	57
chr16-855	29.5	22
chr16-724	64	17
chr16-66	44	301
chr16-580	57	24
chr16-856	34	13
chr16-139	23.5	160
chr16-72	30	278
chr16-486	188	35
chr16-473	33	33
chr16-937	44	11
chr16-177	38	130
chr16-899	55.5	12
chr16-474	45	33
chr16-172	43	133
chr16-129	29	167
chr16-857	36	13
chr16-154	28	149
chr16-281	49	73
chr16-240	63	86
chr16-564	91	25
chr16-246	70	84
chr16-669	62	13
chr16-649	36	20
chr16-938	35	11
chr16-581	29.5	24
chr16-939	29	11
chr16-940	25	11
chr16-136	52.5	162
chr16-900	32	12
chr16-155	45	179
chr16-775	31.5	16
chr16-858	27	13
chr16-814	43	15
chr16-342	26	57
chr16-391	23	45
chr16-993	31.5	10
chr16-748	34	16
chr16-437	42	37
chr16-650	25	20
chr16-187	35	121
chr16-547	28	18
chr16-89	28	238
chr16-941	35	12
chr16-282	38	73
chr16-725	31	17
chr16-269	59	75
chr16-106	67	205
chr16-392	59	45
chr16-994	14.5	10
chr16-504	37	21
chr16-128	22	218
chr16-30	25	453
chr16-533	0	27
chr16-859	17	13
chr16-464	38	34
chr16-3	41	1709
chr16-39	35	396
chr16-42	39	384
chr16-255	21	83
chr16-170	18	133
chr16-69	20	285
chr16-352	35	54
chr16-123	189	176
chr16-995	32.5	10
chr16-112	21	194
chr16-726	64	17
chr16-942	45.5	10
chr16-943	85	11
chr16-996	28	10
chr16-860	61	13
chr16-697	29.5	18
chr16-997	25.5	10
chr16-998	45	13
chr16-670	31	22
chr16-944	39	11
chr16-525	36	28
chr16-401	43.5	44
chr16-526	20.5	28
chr16-749	56.5	16
chr16-999	24.5	10
chr16-651	36	20
chr16-816	28.5	14
chr16-212	54	103
chr16-210	44.5	104
chr16-776	20	15
chr16-193	14.5	116
chr16-727	15	17
chr16-777	35	15
chr16-582	39.5	24
chr16-861	16	13
chr16-73	38	281
chr16-778	61	15
chr16-415	31	41
chr16-817	36	14
chr16-901	27	12
chr16-305	35	33
chr16-487	43	32
chr16-652	41.5	20
chr16-779	46	15
chr16-505	40	30
chr16-902	42	12
chr16-191	68	116
chr16-698	40.5	18
chr16-1000	29.5	10
chr16-104	30	204
chr16-1001	19	10
chr16-1002	14	10
chr16-818	7	14
chr16-20	35	592
chr16-379	38	47
chr16-1003	55.5	10
chr16-903	33	15
chr16-133	41	167
chr16-46	8	356
chr16-534	56	27
chr16-169	15	135
chr16-945	85	11
chr16-1004	17	10
chr16-199	37	112
chr16-49	33	347
chr16-1005	23.5	10
chr16-361	66	51
chr16-35	39	420
chr16-8	58	959
chr16-905	58.5	12
chr16-376	93.5	48
chr16-506	49.5	30
chr16-179	23	127
chr16-623	24.5	22
chr16-535	30	27
chr16-536	54.5	24
chr16-624	30	21
chr16-625	13	21
chr16-310	65	65
chr16-188	53	121
chr16-583	74.5	24
chr16-334	60	58
chr16-1006	93	10
chr16-780	33	15
chr16-496	27	31
chr16-1007	38	10
chr16-527	44	28
chr16-946	78	11
chr16-407	51	47
chr16-55	43	328
chr16-324	44	61
chr16-947	32	11
chr16-750	48.5	16
chr16-537	19	27
chr16-1	66	6019
chr16-507	30.5	30
chr16-220	48.5	98
chr16-357	24	54
chr16-252	48	87
chr16-393	65	45
chr16-699	61	18
chr17-583	32.5	30
chr17-821	43	15
chr17-558	31	34
chr17-95	25	214
chr17-710	75	20
chr17-758	22	17
chr17-626	38	25
chr17-883	23	13
chr17-247	36	93
chr17-317	35	72
chr17-329	40	67
chr17-469	47	40
chr17-211	22	109
chr17-627	56	25
chr17-384	58	56
chr17-263	39	94
chr17-966	29	11
chr17-675	193	22
chr17-850	53.5	14
chr17-50	41	376
chr17-138	44	157
chr17-676	51.5	22
chr17-559	40	32
chr17-269	22	86
chr17-628	41	25
chr17-279	67.5	82
chr17-177	51	129
chr17-130	35	171
chr17-126	41.5	174
chr17-44	39	365
chr17-257	62	89
chr17-537	73	34
chr17-396	46	56
chr17-884	34	19
chr17-1030	39.5	10
chr17-967	24	11
chr17-253	11	92
chr17-20	38	719
chr17-136	34	159
chr17-968	45	11
chr17-506	43	37
chr17-560	61.5	32
chr17-348	50	64
chr17-452	46	44
chr17-885	28	13
chr17-607	61	27
chr17-375	46.5	58
chr17-122	51	179
chr17-507	24	37
chr17-1031	68.5	10
chr17-822	96	15
chr17-1032	63.5	10
chr17-425	45	47
chr17-851	40.5	14
chr17-508	51	37
chr17-192	38	120
chr17-173	31	133
chr17-147	32	149
chr17-918	21	17
chr17-695	26	21
chr17-886	35	13
chr17-887	41	14
chr17-333	41.5	66
chr17-520	34	36
chr17-919	45.5	12
chr17-852	61.5	14
chr17-456	29	42
chr17-658	18	23
chr17-255	31	90
chr17-521	26	36
chr17-403	41	57
chr17-823	44	16
chr17-561	21.5	32
chr17-470	29.5	40
chr17-824	74	15
chr17-969	25	11
chr17-723	134	23
chr17-310	35	74
chr17-254	40.5	86
chr17-759	56	17
chr17-646	33	27
chr17-888	32	13
chr17-920	27	12
chr17-48	37	352
chr17-404	18	53
chr17-174	36	132
chr17-530	41	36
chr17-163	32	139
chr17-889	30	13
chr17-365	34.5	64
chr17-825	35	15
chr17-760	24	17
chr17-890	67	13
chr17-96	49	214
chr17-608	73	27
chr17-400	52	52
chr17-238	22	92
chr17-826	32	15
chr17-426	201	47
chr17-1033	42	10
chr17-853	35	23
chr17-921	53.5	12
chr17-854	67.5	14
chr17-761	65	21
chr17-1034	34	11
chr17-787	52	15
chr17-647	67.5	24
chr17-584	102	33
chr17-13	65	1058
chr17-286	41	80
chr17-153	35	146
chr17-711	44	20
chr17-891	38	13
chr17-145	22	152
chr17-231	26	99
chr17-415	41	50
chr17-562	42	32
chr17-922	30	12
chr17-629	44	25
chr17-111	35	196
chr17-696	41.5	22
chr17-1035	60.5	10
chr17-855	34.5	14
chr17-65	24	272
chr17-827	28	15
chr17-724	23	19
chr17-110	53	195
chr17-296	37	76
chr17-659	49	23
chr17-397	31	53
chr17-660	16.5	22
chr17-740	31	18
chr17-11	34	1147
chr17-366	19.5	62
chr17-75	43	301
chr17-190	36.5	120
chr17-563	23	32
chr17-522	30	36
chr17-630	23	25
chr17-564	30	32
chr17-133	38	113
chr17-762	37	17
chr17-892	81	13
chr17-923	23.5	12
chr17-324	27	70
chr17-971	24	11
chr17-248	131	99
chr17-856	206	14
chr17-509	63	37
chr17-488	72.5	38
chr17-1088	22	10
chr17-523	28	36
chr17-7	29	1788
chr17-763	125	17
chr17-764	28.5	24
chr17-56	51	305
chr17-161	26.5	140
chr17-661	191	23
chr17-357	38	63
chr17-431	33	46
chr17-972	32	11
chr17-600	56.5	28
chr17-92	47	222
chr17-265	14	88
chr17-334	13.5	66
chr17-471	51	40
chr17-28	43	580
chr17-208	62	111
chr17-104	31	203
chr17-311	61	73
chr17-765	17	17
chr17-112	49	191
chr17-828	31	16
chr17-212	28	108
chr17-8	29	1681
chr17-461	66	41
chr17-201	20.5	114
chr17-107	27.5	198
chr17-489	17	39
chr17-924	15	12
chr17-925	32.5	12
chr17-240	40	95
chr17-490	44	39
chr17-413	28	50
chr17-299	39	76
chr17-241	157	95
chr17-32	37	493
chr17-261	38.5	88
chr17-340	24	65
chr17-216	21	105
chr17-973	61	12
chr17-91	45	227
chr17-725	61	21
chr17-788	39.5	16
chr17-113	39	191
chr17-30	27	519
chr17-895	16	13
chr17-538	47	35
chr17-926	16	12
chr17-585	42	30
chr17-601	21	28
chr17-491	34	38
chr17-462	40	41
chr17-427	59	47
chr17-565	57	32
chr17-385	140.5	56
chr17-631	26	25
chr17-463	38	41
chr17-244	15	94
chr17-524	98	44
chr17-464	65	41
chr17-896	50.5	24
chr17-663	54	24
chr17-1036	44	10
chr17-789	78.5	16
chr17-275	43	83
chr17-927	66	12
chr17-726	33	19
chr17-829	51	15
chr17-197	36	117
chr17-63	22	278
chr17-1037	20.5	10
chr17-531	37	35
chr17-591	35	29
chr17-712	37.5	20
chr17-975	31	11
chr17-492	43.5	38
chr17-38	39	408
chr17-148	29	149
chr17-766	73	17
chr17-897	32	13
chr17-632	24	25
chr17-857	26.5	14
chr17-898	35	13
chr17-312	58	73
chr17-525	28.5	36
chr17-88	61	236
chr17-1038	36	10
chr17-899	122	13
chr17-305	56.5	74
chr17-727	42	19
chr17-119	24	180
chr17-586	58.5	30
chr17-291	22	78
chr17-566	66	32
chr17-830	33	15
chr17-266	27	86
chr17-3	64	3465
chr17-493	145.5	38
chr17-677	33	22
chr17-728	26	19
chr17-977	49	11
chr17-159	16	143
chr17-697	43	21
chr17-276	49	83
chr17-198	34	117
chr17-267	40.5	86
chr17-39	24	406
chr17-428	32	47
chr17-149	40	151
chr17-742	35.5	18
chr17-1039	48.5	10
chr17-494	72	38
chr17-901	32	13
chr17-280	20	82
chr17-37	23	434
chr17-232	86	99
chr17-1040	33	10
chr17-602	35	28
chr17-9	53	1546
chr17-124	35	178
chr17-743	31	18
chr17-325	42	63
chr17-21	46	714
chr17-185	58.5	124
chr17-532	106	20
chr17-328	38.5	68
chr17-103	39	205
chr17-533	62	35
chr17-313	42	124
chr17-831	32	15
chr17-264	31	87
chr17-222	40	103
chr17-223	43	99
chr17-236	97	97
chr17-495	35	38
chr17-616	41	26
chr17-978	60	11
chr17-665	33	23
chr17-287	27	80
chr17-199	34	117
chr17-678	50.5	22
chr17-979	32	11
chr17-1041	23.5	10
chr17-767	29	17
chr17-832	33	15
chr17-576	104	31
chr17-472	53	40
chr17-633	60	25
chr17-31	33	506
chr17-634	41	25
chr17-902	27	13
chr17-77	0	258
chr17-791	58.5	16
chr17-833	32	15
chr17-510	37	37
chr17-928	70.5	12
chr17-548	26	33
chr17-281	39.5	82
chr17-792	57	16
chr17-419	39.5	48
chr17-729	68.5	24
chr17-980	17	11
chr17-793	39	16
chr17-191	88	120
chr17-794	38	15
chr17-635	54	25
chr17-380	44	58
chr17-1095	24	10
chr17-482	62	39
chr17-239	67	96
chr17-587	31.5	30
chr17-698	79	21
chr17-1042	63.5	10
chr17-483	47	39
chr17-539	149	34
chr17-1043	49.5	10
chr17-981	88	11
chr17-245	43	94
chr17-453	36	43
chr17-250	20.5	92
chr17-381	33	58
chr17-609	55	27
chr17-465	105	43
chr17-181	34	125
chr17-175	49	130
chr17-302	29	105
chr17-368	36	61
chr17-358	189	63
chr17-387	64	55
chr17-416	16	49
chr17-473	38	36
chr17-636	45	25
chr17-388	38	55
chr17-251	21	99
chr17-679	45	22
chr17-929	44	12
chr17-372	40	60
chr17-162	73	139
chr17-393	40.5	54
chr17-795	43.5	16
chr17-442	28	45
chr17-398	28	53
chr17-150	40	149
chr17-567	24	32
chr17-713	35.5	20
chr17-282	1	83
chr17-496	163	38
chr17-768	22	17
chr17-1044	28	16
chr17-637	37	19
chr17-930	36	12
chr17-457	72.5	42
chr17-714	63	20
chr17-369	37	61
chr17-858	35	14
chr17-859	27	14
chr17-330	38	67
chr17-18	20	811
chr17-55	54	307
chr17-638	37	25
chr17-42	31	373
chr17-982	14	11
chr17-511	49	38
chr17-420	57	49
chr17-443	50	45
chr17-182	32	125
chr17-458	52	42
chr17-359	42	63
chr17-189	38	101
chr17-116	30	187
chr17-617	39	29
chr17-67	56	279
chr17-549	8	33
chr17-983	37	11
chr17-289	73	79
chr17-183	32	129
chr17-526	29	36
chr17-568	65	32
chr17-454	33	43
chr17-335	61	66
chr17-834	52	19
chr17-984	69	11
chr17-195	57	118
chr17-360	43	63
chr17-432	50	46
chr17-474	93	40
chr17-421	46	48
chr17-200	34	116
chr17-699	37	21
chr17-512	25	37
chr17-459	21.5	42
chr17-89	42	231
chr17-744	64.5	18
chr17-444	35	45
chr17-283	46	82
chr17-985	66	11
chr17-769	29	17
chr17-986	27	11
chr17-745	44.5	18
chr17-648	44	24
chr17-83	37	250
chr17-987	52	11
chr17-73	32	262
chr17-860	23.5	14
chr17-680	39	25
chr17-303	49	75
chr17-230	40.5	100
chr17-618	46	26
chr17-796	30.5	16
chr17-445	31	45
chr17-370	34	61
chr17-165	43	138
chr17-1045	45	10
chr17-304	22	75
chr17-988	29	11
chr17-550	19.5	34
chr17-108	170	197
chr17-770	94	17
chr17-414	38	50
chr17-484	23	39
chr17-139	28	156
chr17-931	44	12
chr17-64	58	274
chr17-835	48	15
chr17-141	99.5	154
chr17-836	53	15
chr17-237	36	98
chr17-666	39	23
chr17-797	34	16
chr17-513	38	37
chr17-527	42.5	36
chr17-319	44	71
chr17-798	34.5	16
chr17-497	45.5	38
chr17-389	53	55
chr17-137	24	159
chr17-932	77	12
chr17-258	26	89
chr17-12	39	1084
chr17-989	17	11
chr17-117	62	182
chr17-78	43	257
chr17-475	27.5	40
chr17-715	48	20
chr17-619	63	26
chr17-143	85	153
chr17-933	33.5	12
chr17-43	45	372
chr17-429	40	47
chr17-206	62	113
chr17-498	59	37
chr17-990	83	11
chr17-292	61	78
chr17-1047	71.5	10
chr17-476	28.5	40
chr17-331	49	67
chr17-639	25	30
chr17-373	35	60
chr17-284	35.5	82
chr17-235	17.5	98
chr17-74	19	262
chr17-903	107	13
chr17-35	52	472
chr17-25	36	671
chr17-15	38	1005
chr17-603	22	29
chr17-288	46	80
chr17-771	27	17
chr17-202	40	114
chr17-41	56	379
chr17-460	59	42
chr17-106	37	200
chr17-134	20	162
chr17-433	55.5	46
chr17-52	27	332
chr17-166	38	138
chr17-82	33	251
chr17-394	25	58
chr17-376	31	59
chr17-184	35	125
chr17-640	43	25
chr17-772	32	17
chr17-731	79	19
chr17-60	40	301
chr17-499	40	35
chr17-732	35	19
chr17-146	35	126
chr17-314	32	73
chr17-610	98	27
chr17-93	41	222
chr17-90	54	229
chr17-219	42.5	104
chr17-540	43	34
chr17-449	23	44
chr17-649	15	24
chr17-551	33	33
chr17-115	60	174
chr17-799	38.5	16
chr17-746	27.5	18
chr17-160	33	143
chr17-84	48	250
chr17-386	31	56
chr17-125	43	175
chr17-733	66	19
chr17-861	29.5	14
chr17-349	60.5	64
chr17-1433	7	10
chr17-23	21	711
chr17-405	24	51
chr17-577	22	31
chr17-401	24.5	52
chr17-500	22	38
chr17-934	60	12
chr17-837	41	13
chr17-838	63	13
chr17-51	36	332
chr17-501	40	40
chr17-1048	56.5	10
chr17-681	71	28
chr17-935	203	12
chr17-936	38.5	12
chr17-242	35	94
chr17-1049	104.5	10
chr17-66	35	272
chr17-862	53.5	14
chr17-641	39	25
chr17-535	33	36
chr17-246	28	94
chr17-700	24	21
chr17-81	84	253
chr17-528	155.5	36
chr17-800	73.5	16
chr17-747	34	18
chr17-395	33.5	54
chr17-801	51	16
chr17-229	56	101
chr17-127	25	175
chr17-667	27.5	22
chr17-220	37	103
chr17-668	48	21
chr17-863	43	14
chr17-734	85	19
chr17-569	19	31
chr17-578	36	30
chr17-58	20	302
chr17-377	53	59
chr17-541	39	34
chr17-905	24	13
chr17-434	27	46
chr17-79	27	255
chr17-802	25	16
chr17-604	21	28
chr17-315	16.5	74
chr17-514	17	37
chr17-570	61	32
chr17-306	36.5	54
chr17-773	21	17
chr17-937	39.5	12
chr17-650	22.5	24
chr17-864	69	18
chr17-435	47.5	46
chr17-361	41	63
chr17-682	31.5	22
chr17-669	33	23
chr17-993	15	11
chr17-683	44	22
chr17-701	37	21
chr17-684	128	22
chr17-865	14	14
chr17-209	28	111
chr17-336	39.5	66
chr17-906	21	13
chr17-651	58	24
chr17-839	30	15
chr17-337	61	66
chr17-735	38	19
chr17-774	24	17
chr17-502	43	38
chr17-515	35	37
chr17-748	18	18
chr17-840	164	15
chr17-94	29	221
chr17-994	15	11
chr17-320	42	71
chr17-485	37	39
chr17-29	44	569
chr17-995	22	11
chr17-803	96	16
chr17-374	44	60
chr17-841	67	15
chr17-996	23	11
chr17-120	54	180
chr17-446	86	43
chr17-642	31	25
chr17-178	28	128
chr17-1050	27	10
chr17-307	37	74
chr17-290	64	79
chr17-592	13	29
chr17-362	27	66
chr17-804	30.5	16
chr17-97	38	212
chr17-210	92	111
chr17-406	53	51
chr17-670	36	23
chr17-224	34	103
chr17-450	26.5	44
chr17-466	40	41
chr17-477	32	40
chr17-105	25	185
chr17-59	43	302
chr17-227	31	102
chr17-842	43	15
chr17-938	49.5	12
chr17-866	177	14
chr17-350	37	65
chr17-997	37	11
chr17-321	56	59
chr17-749	52.5	18
chr17-123	28	179
chr17-390	39	55
chr17-611	16	27
chr17-643	42	25
chr17-383	68	57
chr17-121	37.5	180
chr17-593	20	29
chr17-1051	36.5	10
chr17-167	79.5	138
chr17-588	77	30
chr17-907	56	15
chr17-338	49.5	66
chr17-652	56	24
chr17-644	62	25
chr17-1052	65	10
chr17-217	29	105
chr17-594	30	29
chr17-271	40	84
chr17-19	22	765
chr17-940	30.5	12
chr17-1000	37	11
chr17-478	32	40
chr17-702	33	21
chr17-1001	35	10
chr17-293	38.5	78
chr17-62	39	298
chr17-671	44	23
chr17-867	20.5	14
chr17-941	17	12
chr17-750	45	18
chr17-605	41	28
chr17-1002	49	11
chr17-542	18.5	34
chr17-447	41	45
chr17-436	24	46
chr17-228	68	102
chr17-70	52	265
chr17-1003	64	11
chr17-1004	16	11
chr17-543	53.5	34
chr17-451	47.5	44
chr17-942	54	12
chr17-422	32	48
chr17-157	47	144
chr17-218	29	105
chr17-1005	37	11
chr17-685	27.5	22
chr17-571	33	32
chr17-775	82.5	16
chr17-40	35	384
chr17-503	36.5	38
chr17-114	69	189
chr17-186	41	123
chr17-1054	29.5	10
chr17-1055	38	12
chr17-672	28	23
chr17-908	16	13
chr17-399	44	53
chr17-407	50	51
chr17-805	17.5	16
chr17-843	19.5	16
chr17-844	63.5	14
chr17-653	42	24
chr17-378	54	59
chr17-1007	55.5	18
chr17-1008	122	11
chr17-516	30	37
chr17-179	33	126
chr17-128	42	173
chr17-479	37.5	40
chr17-351	34	64
chr17-203	34	132
chr17-72	35	264
chr17-437	26	46
chr17-1122	42.5	10
chr17-272	35	60
chr17-944	49.5	12
chr17-552	32	33
chr17-703	39	25
chr17-686	44	22
chr17-687	39	22
chr17-517	27	43
chr17-341	18	70
chr17-909	39	13
chr17-1056	45.5	10
chr17-688	19	22
chr17-408	27	49
chr17-352	37.5	68
chr17-868	68.5	14
chr17-910	58	13
chr17-391	37	55
chr17-1009	49	11
chr17-751	56	18
chr17-1010	31	11
chr17-912	25	13
chr17-45	27	363
chr17-716	32	20
chr17-1058	49.5	10
chr17-945	137	12
chr17-300	33	77
chr17-1012	14	11
chr17-98	52	212
chr17-221	38	104
chr17-579	52	31
chr17-1059	29	10
chr17-673	34	24
chr17-140	41	155
chr17-553	28	33
chr17-129	28	172
chr17-1013	21	11
chr17-135	32	160
chr17-16	32	957
chr17-270	47	85
chr17-704	16	21
chr17-423	57.5	48
chr17-353	61	64
chr17-776	89	17
chr17-1060	46	12
chr17-171	34	135
chr17-869	29	14
chr17-68	37	270
chr17-371	15	61
chr17-518	15	22
chr17-168	40	140
chr17-1061	26	10
chr17-467	27	42
chr17-342	38	65
chr17-99	39	212
chr17-589	32	30
chr17-777	21	17
chr17-946	20.5	12
chr17-947	15.5	12
chr17-736	49	19
chr17-273	28.5	84
chr17-1062	30.5	10
chr17-504	15	38
chr17-870	14.5	14
chr17-620	16	26
chr17-621	30	26
chr17-455	41	43
chr17-806	30	16
chr17-256	27	90
chr17-752	28.5	20
chr17-301	22	76
chr17-778	25	22
chr17-871	36	14
chr17-949	133.5	12
chr17-845	43	15
chr17-612	22	27
chr17-544	38.5	34
chr17-17	41	851
chr17-486	33	39
chr17-717	33	20
chr17-950	36	14
chr17-193	45	119
chr17-417	33	49
chr17-205	49	113
chr17-613	49	27
chr17-285	37	81
chr17-1064	69.5	10
chr17-1014	67	11
chr17-705	45	21
chr17-807	24	16
chr17-654	32.5	24
chr17-343	52	65
chr17-872	45.5	14
chr17-1065	60	10
chr17-808	48.5	16
chr17-951	111.5	12
chr17-873	61.5	14
chr17-645	73	25
chr17-1066	30.5	10
chr17-614	64	27
chr17-606	19.5	28
chr17-554	23	33
chr17-33	26	493
chr17-952	14	12
chr17-953	181	12
chr17-268	45	86
chr17-36	33	478
chr17-1	50	5563
chr17-24	27	713
chr17-706	24	21
chr17-326	17	81
chr17-753	40	19
chr17-1067	34.5	10
chr17-615	67	27
chr17-655	40.5	24
chr17-954	87.5	10
chr17-194	51	119
chr17-1015	85	11
chr17-402	20.5	52
chr17-913	17	13
chr17-718	40.5	20
chr17-779	16	17
chr17-622	53	26
chr17-252	52	92
chr17-26	32	631
chr17-87	33	244
chr17-719	40.5	20
chr17-1016	19	11
chr17-344	44	62
chr17-1017	37	11
chr17-1018	37	11
chr17-363	42	63
chr17-1019	26	11
chr17-595	24	29
chr17-1020	3	11
chr17-545	64.5	34
chr17-707	48	15
chr17-339	33	66
chr17-874	62.5	14
chr17-1021	18	11
chr17-875	40	14
chr17-846	32	15
chr17-158	114	144
chr17-131	33	166
chr17-780	36	17
chr17-1068	50.5	10
chr17-118	43	182
chr17-1069	39	10
chr17-809	55.5	16
chr17-1022	46	11
chr17-448	24	45
chr17-546	75.5	34
chr17-215	67	106
chr17-204	109.5	114
chr17-572	25	32
chr17-914	55	13
chr17-332	22	67
chr17-505	24	38
chr17-438	42.5	46
chr17-955	220.5	12
chr17-720	34.5	20
chr17-10	25	1353
chr17-102	58	206
chr17-100	34	209
chr17-430	41	47
chr17-364	18	63
chr17-409	63	54
chr17-297	37	77
chr17-274	35	84
chr17-916	57	13
chr17-1070	36.5	10
chr17-555	52	33
chr17-1023	39	11
chr17-876	41.5	14
chr17-172	32	136
chr17-754	37	18
chr17-69	27	266
chr17-80	36	257
chr17-623	33	26
chr17-810	36	16
chr17-410	31	51
chr17-53	26	332
chr17-781	37	19
chr17-656	62	24
chr17-689	26.5	22
chr17-4	33	2983
chr17-5	30	2821
chr17-2	49	4785
chr17-47	25	497
chr17-812	33	31
chr17-1230	35.5	10
chr17-176	37.5	130
chr17-187	48	123
chr17-418	46	49
chr17-956	58	12
chr17-957	39	12
chr17-547	44	34
chr17-392	42	55
chr17-71	45	265
chr17-382	28	37
chr17-782	44	17
chr17-294	20	78
chr17-86	45	247
chr17-278	59	83
chr17-318	28.5	72
chr17-755	18	18
chr17-226	46	101
chr17-814	45	16
chr17-847	37	15
chr17-440	34.5	46
chr17-1073	26	10
chr17-152	31	148
chr17-737	38	19
chr17-581	37	31
chr17-721	40	20
chr17-46	35	360
chr17-756	19	18
chr17-354	45.5	64
chr17-101	40	207
chr17-345	70	65
chr17-487	16	47
chr17-298	24	77
chr17-877	18	14
chr17-878	54.5	14
chr17-259	62	89
chr17-169	31.5	136
chr17-958	158.5	12
chr17-1024	31	11
chr17-708	24	21
chr17-590	39.5	30
chr17-1133	46	11
chr17-783	37	17
chr17-959	31	12
chr17-327	30	69
chr17-848	32	15
chr17-960	47	23
chr17-961	29.5	10
chr17-308	32	74
chr17-156	37	147
chr17-1026	33	11
chr17-243	53	95
chr17-582	32	31
chr17-596	171	29
chr17-879	65	14
chr17-573	40	32
chr17-519	71	37
chr17-674	33	23
chr17-962	27	12
chr17-880	56.5	14
chr17-1075	41.5	10
chr17-214	22	107
chr17-784	30	17
chr17-757	43	17
chr17-785	44	17
chr17-322	25	71
chr17-411	42	56
chr17-815	34	16
chr17-164	33	139
chr17-917	41	13
chr17-624	34	26
chr17-346	30	65
chr17-690	39	22
chr17-529	74	36
chr17-881	17.5	14
chr17-234	18	99
chr17-1076	43.5	10
chr17-691	32.5	22
chr17-207	33	57
chr17-1077	59	10
chr17-692	56.5	22
chr17-816	45	16
chr17-323	41	71
chr17-480	0	40
chr17-597	19	29
chr17-882	29.5	14
chr17-170	36	136
chr17-27	38	588
chr17-963	25.5	12
chr17-76	26	260
chr17-309	37	74
chr17-693	38	22
chr17-1027	0	11
chr17-6	48	1935
chr17-598	30	29
chr17-412	42	51
chr17-738	35	24
chr17-468	29.5	44
chr17-61	15	298
chr17-817	22	16
chr17-188	45.5	122
chr17-355	40.5	64
chr17-694	26.5	22
chr17-132	46	165
chr17-154	54	147
chr17-85	61	248
chr17-1137	46	12
chr17-142	32.5	154
chr17-57	49	304
chr17-1028	27	11
chr17-818	18	21
chr17-109	49	197
chr17-356	68	59
chr17-1138	49.5	12
chr17-599	50	29
chr17-424	56	48
chr17-295	29	78
chr17-196	31	118
chr17-441	152.5	46
chr17-54	28	315
chr17-144	79	151
chr17-151	53	149
chr17-1078	56	10
chr17-180	65	128
chr17-316	25	73
chr17-347	29	66
chr17-367	60	62
chr17-34	34	482
chr17-260	24	89
chr17-557	45	33
chr17-574	33.5	32
chr17-49	41	355
chr17-1079	32.5	10
chr17-575	50.5	32
chr17-213	22	108
chr17-22	32	713
chr17-722	61	20
chr17-964	34	12
chr17-625	26	21
chr17-739	26	19
chr17-481	12	40
chr17-786	45	17
chr17-849	42	15
chr17-249	57	93
chr17-965	21.5	12
chr17-819	31.5	16
chr17-536	19	35
chr17-262	36	88
chr17-709	19	21
chr17-657	38	24
chr17-820	21.5	16
chr17-1029	72	11
chr18-1	56	8340
chr18-16	47	232
chr18-257	41.5	20
chr18-172	52	18
chr18-123	47	46
chr18-56	31	96
chr18-330	35	14
chr18-71	26	83
chr18-428	58	10
chr18-371	44.5	12
chr18-75	65	79
chr18-186	32	29
chr18-205	42	27
chr18-13	42	248
chr18-391	35	11
chr18-331	36.5	14
chr18-51	35	110
chr18-265	19	19
chr18-6	28	431
chr18-97	39	64
chr18-219	68	25
chr18-349	35	13
chr18-9	55	270
chr18-332	30	14
chr18-282	45	17
chr18-57	55	96
chr18-17	28	228
chr18-333	64.5	14
chr18-429	19	10
chr18-266	50.5	22
