gene_id	diff_by_palseq	count_min
chr11-129	82.5	162
chr11-597	1	25
chr11-14	-12.5	104
chr11-307	127	30
chr11-25	74	152
chr11-3	-16	575
chr11-1212	-10.5	10
chr11-299	-29.5	18
chr11-128	-29	11
chr11-204	-2.5	28
chr11-612	-31	13
chr11-209	-133	58
chr11-52	8	50
chr11-258	33	85
chr11-511	-17.5	27
chr11-133	15.5	96
chr11-989	30.5	10
chr11-27	-1	34
chr11-392	64	15
chr11-53	7	15
chr11-47	-6	34
chr11-29	2	46
chr11-154	4	56
chr11-114	19	128
chr11-93	15	128
chr11-33	15	399
chr11-217	-111	83
chr11-9	17	92
chr11-731	-39	11
chr11-488	52	40
chr11-13	-16	251
chr11-428	117.5	39
chr12-116	26	97
chr12-259	17	43
chr12-89	-16	60
chr12-67	24	278
chr12-68	-10	276
chr12-573	-10.5	21
chr12-96	-37.5	12
chr12-857	62.5	13
chr12-425	-20.5	24
chr12-79	-7	23
chr12-346	26	20
chr12-92	-4	37
chr12-806	-9	14
chr12-400	112	19
chr12-135	31	47
chr12-105	-1	16
chr12-194	6	35
chr12-44	-2	87
chr12-216	-19.5	30
chr12-125	0	94
chr12-3	81	1480
chr12-373	-45	29
chr12-441	14	37
chr12-497	-8	11
chr12-54	-21	17
chr12-524	-4	12
chr12-177	-32	95
chr12-11	11	146
chr12-46	-4	51
chr12-686	-18	12
chr12-316	-10	11
chr12-214	-3	14
chr12-170	-15.5	48
chr12-651	-22	16
chr12-65	29	194
chr12-160	15	16
chr12-486	102.5	18
chr12-2	25	2552
chr12-390	0	16
chr12-665	-20	20
chr12-226	21	33
chr12-336	8	25
chr12-157	5.5	62
chr12-703	-10	14
chr12-275	49.5	39
chr12-392	-7	10
chr12-222	8	32
chr12-351	1	11
chr12-447	23	13
chr12-578	-133	24
chr12-189	41	75
chr12-357	40	27
chr12-479	18	22
chr12-498	116.5	28
chr12-725	-25.5	16
chr12-284	-35.5	17
chr12-12	7	221
chr12-603	50.5	10
chr12-819	78.5	14
chr12-52	45	97
chr12-667	-18	20
chr12-40	-3.5	78
chr12-37	43	215
chr12-154	-27	88
chr12-95	8	19
chr12-133	3	101
chr12-114	64.5	120
chr12-99	124	55
chr12-209	38.5	37
chr12-784	66.5	12
chr12-367	77	40
chr12-191	12	45
chr12-45	-9	95
chr12-457	27.5	12
chr12-313	-11	34
chr12-73	67	21
chr12-6	1	26
chr12-1	-4	4839
chr12-60	29	296
chr12-175	3	92
chr12-91	-34	19
chr12-132	-9	28
chr12-94	46	145
chr12-332	-11	14
chr12-28	108	389
chr12-380	-51	13
chr12-129	39.5	67
chr12-57	90	241
chr12-168	-3	17
chr12-206	10	40
chr12-977	-166.5	11
chr12-757	-7.5	13
chr12-118	0.5	26
chr12-59	54	107
chr12-78	-1	141
chr12-171	-4	14
chr12-158	3	71
chr12-241	6.5	12
chr12-237	50	48
chr12-121	-6.5	18
chr12-185	-19.5	81
chr12-9	43	563
chr12-288	31.5	46
chr12-134	9	46
chr12-20	-17	38
chr12-268	7	44
chr12-277	-2.5	12
chr12-100	-12	11
chr12-35	-23	91
chr12-512	11	30
chr12-544	18	11
chr12-605	-3	14
chr12-514	-114.5	29
chr12-449	-38	23
chr12-22	-10.5	62
chr12-136	61	68
chr12-419	-37	11
chr12-1047	18	10
chr12-61	-40.5	62
chr12-26	62	394
chr12-24	69.5	232
chr12-66	-10	112
chr12-151	-12	30
chr12-166	39	57
chr12-62	-2	211
chr12-86	-9	14
chr12-83	10.5	44
chr12-81	-1	65
chr12-1048	-31.5	10
chr12-32	-4.5	54
chr12-162	33	51
chr12-980	17	11
chr12-502	18	11
chr12-515	34	13
chr12-408	-4.5	27
chr12-218	-6	13
chr12-583	32	10
chr12-138	41	137
chr12-269	50.5	48
chr12-64	37	163
chr12-192	19.5	24
chr12-111	-31	21
chr12-473	17.5	34
chr12-180	14	14
chr12-127	11	83
chr12-708	-38.5	15
chr12-47	-5	71
chr12-43	-26	25
chr12-409	11.5	16
chr12-884	-18	13
chr12-305	8	14
chr12-984	80	11
chr12-564	64	23
chr12-328	-17	41
chr12-358	54	15
chr12-322	51	21
chr12-53	-2.5	324
chr12-450	-26.5	30
chr12-430	26.5	38
chr12-30	10	194
chr12-624	-4	11
chr12-374	45	20
chr12-642	55.5	18
chr12-393	7.5	12
chr12-989	-10	11
chr12-927	180.5	12
chr12-172	76	49
chr12-41	-5	46
chr12-229	33	57
chr12-123	-1	37
chr12-711	-8	12
chr12-139	-7	37
chr12-834	-15.5	12
chr12-174	76.5	56
chr12-375	34	25
chr12-764	121	20
chr12-77	23	61
chr12-124	-3	14
chr12-491	85	11
chr12-196	70	25
chr12-996	65	11
chr12-82	9	23
chr12-198	-17	57
chr12-51	-16.5	14
chr12-246	2	52
chr12-656	-21.5	14
chr12-144	2.5	50
chr12-70	92	219
chr12-492	133	11
chr12-102	93	83
chr12-433	105	19
chr12-370	44	42
chr12-286	7	11
chr12-278	4	17
chr12-152	42	89
chr12-122	-17	72
chr12-333	38	25
chr12-765	48	19
chr12-412	51	12
chr12-1073	27.5	16
chr12-531	-1	12
chr12-339	2	35
chr12-549	36.5	17
chr12-36	72.5	36
chr12-451	-9.5	16
chr12-71	49	125
chr12-387	80	17
chr12-588	15	21
chr12-69	11	93
chr12-27	-6	462
chr12-211	-6.5	28
chr12-550	4.5	25
chr12-289	11	36
chr12-382	-14.5	46
chr12-90	0.5	48
chr12-937	49	12
chr12-42	25.5	184
chr12-39	-5	41
chr12-453	19	13
chr12-72	17	85
chr12-301	5	11
chr12-271	-74	41
chr12-422	-13	20
chr12-193	-34	24
chr12-281	31	21
chr12-306	28	16
chr12-5	8	193
chr12-10	36	762
chr12-117	-10	19
chr12-55	-5	33
chr12-325	-27	11
chr12-329	-22.5	18
chr12-103	3	23
chr12-25	20.5	194
chr12-119	-33	23
chr12-414	8	18
chr12-147	-3	39
chr12-220	-2	34
chr12-843	107.5	13
chr12-176	15	68
chr12-108	-7	14
chr12-770	102.5	10
chr12-568	122	25
chr12-377	34	47
chr12-21	89	588
chr12-23	14	351
chr12-187	36	33
chr12-326	-3	39
chr12-415	29	32
chr12-173	-12	21
chr12-272	-6	33
chr12-309	37.5	20
chr12-745	14	16
chr12-18	22	115
chr12-87	-2.5	114
chr12-396	43	32
chr12-240	71.5	13
chr12-648	-41.5	12
chr12-455	14	37
chr12-63	-19	201
chr12-522	23	25
chr12-98	46.5	40
chr12-493	26.5	22
chr12-221	18	15
chr12-50	-16	227
chr12-228	96	32
chr12-199	-100.5	100
chr12-130	-108.5	29
chr12-201	-6	23
chr12-14	3	510
chr12-630	-127	10
chr12-112	-35.5	66
chr12-56	-2	22
chr12-7	36	667
chr12-156	8	25
chr12-29	55.5	209
chr12-631	-31	18
chr12-403	15	27
chr12-495	-8.5	35
chr12-181	-15	43
chr12-361	51.5	36
chr12-34	9.5	242
chr12-267	7	14
chr12-1013	2	11
chr12-58	20	25
chr12-167	-6.5	36
chr12-204	-1.5	20
chr12-31	16	196
chr12-273	27.5	38
chr12-774	19	16
chr12-15	24	147
chr12-161	1.5	45
chr12-4	-9	512
chr12-554	46.5	27
chr12-696	-48	20
chr12-179	7	13
chr12-19	14	65
chr12-109	-21	49
chr12-314	28	19
chr12-397	33	44
chr12-188	-41	15
chr12-506	-36.5	31
chr12-679	18	12
chr12-207	118	16
chr12-398	18	27
chr12-698	25.5	12
chr12-33	-38	426
chr12-311	-44	15
chr12-345	35.5	14
chr12-131	0	57
chr12-659	21	19
chr12-182	24	36
chr12-537	2	11
chr12-334	49.5	14
chr12-389	15	10
chr12-84	126	87
chr12-106	-2	27
chr12-85	39.5	122
chr12-1016	-82	11
chr12-244	-19.5	16
chr12-435	28	12
chr12-340	22.5	14
chr13-62	20	100
chr13-48	42.5	80
chr13-30	31	98
chr13-146	52.5	28
chr13-91	3	27
chr13-304	-9	11
chr13-160	81	21
chr13-34	35	11
chr13-90	-29.5	13
chr13-52	-22	54
chr13-136	64	43
chr13-150	70.5	46
chr13-97	5	53
chr13-73	86	47
chr13-50	51.5	65
chr13-70	48.5	50
chr13-27	17	19
chr13-64	68.5	78
chr13-101	99	29
chr13-92	-21.5	26
chr13-246	21.5	13
chr13-102	1	45
chr13-133	8	14
chr13-1	-38	667
chr13-98	7	23
chr13-358	1	15
chr13-74	-26.5	12
chr13-16	64	225
chr13-111	64	22
chr13-79	40	17
chr13-452	39	11
chr13-24	107	150
chr13-2	116	847
chr13-21	5	93
chr13-72	-6	23
chr13-12	57	24
chr13-32	-1	58
chr13-137	16	15
chr13-45	-16	23
chr13-310	3.5	23
chr13-112	3	39
chr13-147	69	17
chr13-13	52.5	254
chr13-8	57	35
chr13-421	53	12
chr13-157	-44.5	11
chr13-280	-10	15
chr13-23	3	30
chr13-43	-16	122
chr13-7	-15	592
chr13-239	0.5	25
chr13-46	46.5	52
chr13-38	34	37
chr13-117	-20	25
chr13-128	111	23
chr13-336	-18.5	10
chr13-108	16.5	16
chr13-362	-43.5	12
chr13-59	32.5	16
chr13-207	2	19
chr13-75	-16.5	28
chr13-208	31.5	31
chr13-6	26	287
chr13-198	7.5	17
chr13-301	-3.5	11
chr13-223	34	19
chr13-242	-22.5	24
chr13-69	10	13
chr13-498	87	10
chr13-234	64.5	11
chr13-103	27	57
chr13-31	-6	207
chr13-22	-18	32
chr13-57	-24	19
chr13-187	122	25
chr13-188	-105	18
chr13-273	11	23
chr13-289	-16.5	21
chr13-54	2	77
chr13-282	28.5	21
chr13-345	57.5	16
chr13-503	69.5	10
chr13-213	3.5	28
chr13-55	-3	17
chr13-132	-5.5	14
chr13-60	61	47
chr13-109	87.5	18
chr13-113	74	30
chr13-11	3	31
chr13-56	-34.5	120
chr13-189	15	26
chr13-5	7	111
chr13-186	99	13
chr13-85	101.5	46
chr13-66	-48	105
chr13-106	-44	14
chr13-37	7	111
chr13-200	13	33
chr13-201	23	29
chr13-221	25	10
chr13-190	-30	31
chr13-58	6	87
chr13-166	4.5	12
chr13-39	14	23
chr13-105	47	37
chr13-232	6.5	38
chr13-40	15	89
chr13-26	19.5	121
chr13-167	97	17
chr13-349	117.5	13
chr13-116	32	19
chr13-122	-8	32
chr13-121	15	25
chr13-332	101	17
chr13-4	8	297
chr13-17	26	69
chr13-333	12	17
chr13-9	37	332
chr13-123	6	30
chr13-68	147.5	52
chr13-168	-21.5	10
chr13-14	42	86
chr13-53	50	53
chr13-100	-23	59
chr13-29	11	68
chr14-515	57	19
chr14-18	7.5	216
chr14-52	-30	10
chr14-127	-5	25
chr14-58	55	10
chr14-290	77	24
chr14-379	44.5	11
chr14-51	0	36
chr14-17	12	52
chr14-380	-20	32
chr14-551	10	17
chr14-19	-15	238
chr14-265	12	18
chr14-24	28.5	235
chr14-46	-11	34
chr14-181	9	17
chr14-82	-18	183
chr14-89	30	169
chr14-26	5	146
chr14-473	-38	10
chr14-328	-120	18
chr14-244	16	12
chr14-47	50.5	92
chr14-291	-10	29
chr14-294	-8	33
chr14-402	91	11
chr14-362	50	14
chr14-245	33.5	16
chr14-85	2.5	34
chr14-316	-69.5	12
chr14-215	25	53
chr14-220	-33	20
chr14-317	-35	13
chr14-518	14.5	19
chr14-404	-76	29
chr14-42	26.5	168
chr14-462	45.5	25
chr14-366	62.5	12
chr14-35	20	81
chr14-163	8	59
chr14-2	21	1144
chr14-38	11	72
chr14-5	89	1555
chr14-246	37.5	17
chr14-766	40	10
chr14-69	-8	11
chr14-676	-73.5	12
chr14-157	12	13
chr14-96	-22	36
chr14-452	76.5	17
chr14-367	39.5	34
chr14-678	-15	12
chr14-93	21	81
chr14-331	34.5	24
chr14-225	16	13
chr14-319	-15	13
chr14-773	20	11
chr14-339	0.5	16
chr14-463	-23	15
chr14-221	-38	68
chr14-30	-8.5	10
chr14-310	14	23
chr14-239	-6	12
chr14-323	1	33
chr14-439	16	13
chr14-681	75.5	12
chr14-56	12	126
chr14-650	-2	13
chr14-193	18	29
chr14-139	-36	30
chr14-28	8.5	214
chr14-154	132.5	26
chr14-603	70.5	10
chr14-117	74	83
chr14-382	-2	12
chr14-300	-24.5	38
chr14-295	-6	19
chr14-152	81	22
chr14-142	-15.5	10
chr14-23	48	243
chr14-387	2	31
chr14-777	71	10
chr14-39	48	64
chr14-237	19.5	26
chr14-198	-9	30
chr14-521	16	19
chr14-1	-5	184
chr14-395	-26.5	30
chr14-113	11	19
chr14-688	10	11
chr14-489	-12	15
chr14-9	-5	115
chr14-170	29	31
chr14-66	23.5	26
chr14-226	20.5	64
chr14-116	67.5	54
chr14-84	-1	26
chr14-185	38.5	24
chr14-364	4	23
chr14-216	49	33
chr14-559	-7.5	12
chr14-607	70	15
chr14-61	-8	49
chr14-195	2	14
chr14-208	-1.5	38
chr14-912	95	10
chr14-76	15.5	140
chr14-137	50	10
chr14-257	34.5	50
chr14-22	-28	44
chr14-147	42.5	62
chr14-3	2	42
chr14-11	15.5	14
chr14-112	-44	16
chr14-60	1	10
chr14-13	-3	80
chr14-21	-16.5	92
chr14-176	-3	15
chr14-70	-42	221
chr14-584	33	17
chr14-432	-6	11
chr14-243	-20	29
chr14-86	9	21
chr14-55	35	103
chr14-145	54	62
chr14-131	-7.5	44
chr14-101	12	47
chr14-269	6	18
chr14-217	24	21
chr14-16	15	170
chr14-483	9	34
chr14-567	-73	17
chr14-143	-17	106
chr14-286	29	12
chr14-204	-11.5	22
chr14-15	15	159
chr14-114	-26.5	27
chr14-122	31.5	50
chr14-526	-15	19
chr14-466	7	15
chr14-240	-37.5	52
chr14-12	27	417
chr14-80	31	15
chr14-98	-23	115
chr14-90	-40	26
chr14-663	-159	11
chr14-187	-13.5	56
chr14-322	3	10
chr14-43	-22.5	16
chr14-529	10.5	16
chr14-182	81	55
chr14-213	-8.5	41
chr14-251	57.5	11
chr14-635	-3	14
chr14-293	-3.5	32
chr14-44	52	106
chr14-745	83	10
chr14-344	-7	20
chr14-135	13	26
chr14-6	25	611
chr14-190	-52	44
chr14-63	5	15
chr14-377	-14	33
chr14-637	28.5	14
chr14-486	55.5	10
chr14-330	54	25
chr14-172	14	21
chr14-136	3.5	74
chr14-228	20	11
chr14-40	133	139
chr14-160	24.5	98
chr14-421	38	19
chr14-415	35	15
chr14-327	9	16
chr14-92	17	69
chr14-132	-11	57
chr14-184	-9	30
chr14-241	4	60
chr14-153	9.5	17
chr14-199	4.5	46
chr14-73	-126	183
chr14-59	-36	13
chr14-8	-121	1116
chr14-314	44	13
chr14-280	-23	47
chr14-348	-3	14
chr14-100	1	80
chr14-197	-23	25
chr14-68	-16.5	230
chr14-115	61	12
chr14-88	-19.5	14
chr14-459	8	13
chr14-29	17.5	64
chr14-445	44	17
chr14-45	-2	12
chr14-37	34	123
chr14-75	3.5	22
chr14-1383	-5.5	10
chr14-7	-22.5	19
chr14-53	49	120
chr14-573	28	17
chr14-36	42	59
chr14-71	10	91
chr14-79	102	70
chr14-289	12	21
chr14-150	-15	15
chr14-134	13	32
chr14-108	-8	29
chr14-25	-30	128
chr14-271	-67	13
chr14-361	-28	36
chr14-119	20	134
chr14-105	74.5	84
chr14-281	-45	45
chr14-83	1	27
chr14-501	4	21
chr15-106	-15	18
chr15-159	-25.5	32
chr15-398	111.5	18
chr15-796	2.5	10
chr15-322	-17	21
chr15-668	39.5	13
chr15-466	61	22
chr15-323	-5.5	12
chr15-798	20	10
chr15-251	25	17
chr15-83	-13.5	26
chr15-50	41	111
chr15-641	-28.5	14
chr15-552	26.5	18
chr15-252	4.5	47
chr15-421	13	15
chr15-467	71	22
chr15-338	-44	17
chr15-569	-103.5	12
chr15-18	15	249
chr15-11	4	52
chr15-111	-8	10
chr15-179	35	23
chr15-803	-27	10
chr15-374	-18	15
chr15-524	-45	15
chr15-306	15.5	22
chr15-117	-98	128
chr15-15	-5	254
chr15-41	24	125
chr15-157	3	33
chr15-33	44	19
chr15-289	-11	21
chr15-77	-0.5	79
chr15-145	46	57
chr15-164	22	39
chr15-225	21.5	59
chr15-149	0	69
chr15-469	-33.5	18
chr15-129	-22	16
chr15-277	0	24
chr15-245	-76	55
chr15-446	14	10
chr15-21	6.5	30
chr15-389	24.5	30
chr15-459	54.5	22
chr15-211	-79	65
chr15-17	-5.5	700
chr15-123	24	10
chr15-291	15	25
chr15-622	35	15
chr15-24	-4	29
chr15-594	87.5	13
chr15-162	19	36
chr15-114	13.5	12
chr15-238	-0.5	20
chr15-423	-22.5	26
chr15-272	3.5	11
chr15-3	23	34
chr15-264	-19	21
chr15-710	27	12
chr15-284	64	23
chr15-810	84	10
chr15-269	-0.5	20
chr15-71	10	85
chr15-165	65	33
chr15-292	59	13
chr15-1	48	3301
chr15-278	-61	11
chr15-226	30	28
chr15-501	32	11
chr15-53	17	156
chr15-68	1	27
chr15-34	4.5	74
chr15-675	31	13
chr15-761	19.5	11
chr15-65	-10.5	54
chr15-293	19	30
chr15-489	27.5	21
chr15-818	77.5	10
chr15-175	19	35
chr15-575	-40	11
chr15-29	-27	56
chr15-118	-2	65
chr15-63	-13	81
chr15-219	65.5	28
chr15-203	-3	56
chr15-410	25	22
chr15-532	83.5	12
chr15-6	4	169
chr15-89	3.5	78
chr15-425	-10.5	21
chr15-326	27	25
chr15-411	28.5	33
chr15-399	55	24
chr15-98	54.5	30
chr15-400	50	25
chr15-70	-17	114
chr15-246	93	18
chr15-8	-9	12
chr15-535	32.5	14
chr15-116	33	34
chr15-37	-1	14
chr15-151	-8.5	12
chr15-32	-56	16
chr15-85	21.5	86
chr15-48	23	77
chr15-232	36.5	27
chr15-52	1	71
chr15-78	65	157
chr15-161	39	46
chr15-55	-11	26
chr15-393	45.5	29
chr15-462	-8	10
chr15-16	83.5	396
chr15-74	-18	226
chr15-221	0.5	18
chr15-172	18	80
chr15-90	-34	153
chr15-59	13	73
chr15-247	-20	23
chr15-133	-13	35
chr15-629	-41	15
chr15-508	107	16
chr15-72	14	39
chr15-27	-7	530
chr15-91	1.5	82
chr15-394	88	13
chr15-279	47.5	19
chr15-80	-14	22
chr15-241	4	56
chr15-835	-36.5	10
chr15-39	34.5	253
chr15-836	43	10
chr15-22	0	309
chr15-57	51	111
chr15-170	-10.5	38
chr15-2	-10	45
chr15-191	-28	13
chr15-177	0	19
chr15-134	-5	12
chr15-87	-5	57
chr15-108	6.5	68
chr15-124	22	17
chr15-176	17	18
chr15-115	-9.5	49
chr15-212	-126	62
chr15-66	-25.5	72
chr15-10	87	222
chr15-25	18	223
chr15-9	37	533
chr15-13	25	457
chr15-242	-9	11
chr15-216	9	31
chr15-263	-8	24
chr15-281	-38	19
chr15-142	1	25
chr15-312	11	40
chr15-47	14	66
chr15-195	20	21
chr15-64	8.5	26
chr15-19	47	264
chr15-26	-6	16
chr15-656	23.5	14
chr15-36	-13	114
chr15-686	36.5	13
chr15-192	-6	55
chr15-139	-16	105
chr15-193	-20.5	73
chr15-128	-13.5	64
chr15-395	18.5	29
chr15-334	-5	27
chr15-196	28	17
chr15-103	74	124
chr15-186	-22.5	18
chr15-316	79.5	10
chr15-43	0	45
chr15-31	11	16
chr15-309	19	17
chr15-104	-15.5	24
chr15-92	8	15
chr15-146	-2	22
chr15-110	40	30
chr15-735	130	10
chr15-314	-17.5	18
chr15-60	-19	13
chr15-23	6	109
chr15-452	-13.5	11
chr15-94	2	12
chr15-609	-4.5	16
chr15-187	45.5	72
chr15-54	137	73
chr15-130	33	99
chr15-95	24	81
chr15-453	54	24
chr15-75	32	173
chr15-62	32	220
chr15-96	8	90
chr15-42	11	101
chr15-479	82.5	12
chr15-202	-21.5	16
chr15-100	-4	10
chr15-180	33	31
chr15-283	54	25
chr15-58	37	19
chr15-173	12.5	80
chr15-137	61	15
chr16-131	106	148
chr16-349	-57	27
chr16-422	57	23
chr16-17	12	71
chr16-263	-36	15
chr16-4	-5	639
chr16-5	64	667
chr16-2	1	60
chr16-703	13	17
chr16-84	-19	255
chr16-423	24	11
chr16-175	1	108
chr16-600	-140	22
chr16-141	16.5	77
chr16-323	9	13
chr16-62	14.5	160
chr16-176	-37	42
chr16-453	-20.5	10
chr16-145	-35	54
chr16-45	14	356
chr16-142	-13.5	112
chr16-326	-132.5	33
chr16-12	33	453
chr16-655	6	19
chr16-31	92	187
chr16-867	60	11
chr16-297	-11.5	38
chr16-629	-1.5	20
chr16-92	-25	12
chr16-674	-8	10
chr16-184	-28.5	51
chr16-11	26.5	66
chr16-270	75	54
chr16-174	1	131
chr16-428	-38.5	14
chr16-510	52	13
chr16-965	-12.5	10
chr16-631	68.5	20
chr16-455	9	11
chr16-83	4	19
chr16-589	-26.5	10
chr16-186	8	22
chr16-241	11	13
chr16-590	44	12
chr16-591	68	11
chr16-235	-48	19
chr16-614	-23	15
chr16-242	38	56
chr16-134	35	60
chr16-10	83	461
chr16-78	-7.5	16
chr16-298	-7.5	55
chr16-343	-9	16
chr16-88	90	185
chr16-120	3	12
chr16-68	16.5	46
chr16-59	-16.5	316
chr16-347	4	27
chr16-265	-12	11
chr16-211	-25	51
chr16-232	-17	15
chr16-115	-11	15
chr16-95	-8	119
chr16-119	4.5	44
chr16-308	-45	65
chr16-117	-11	10
chr16-148	-3.5	18
chr16-137	55	45
chr16-143	1	75
chr16-409	18	16
chr16-103	23	77
chr16-424	21.5	12
chr16-29	-52.5	471
chr16-710	-33.5	17
chr16-24	135.5	88
chr16-290	52	28
chr16-243	-11	27
chr16-202	7.5	58
chr16-204	16	72
chr16-351	3.5	24
chr16-300	37	54
chr16-28	6	25
chr16-278	-14	31
chr16-165	17	113
chr16-22	14	262
chr16-140	40.5	29
chr16-109	-4	15
chr16-75	-42.5	12
chr16-207	26	73
chr16-93	46	190
chr16-41	-15.5	54
chr16-15	-21	35
chr16-180	-17	13
chr16-637	45	10
chr16-70	-5	34
chr16-116	15.5	12
chr16-33	-4	22
chr16-113	25	14
chr16-53	8	337
chr16-257	-13.5	56
chr16-333	8	58
chr16-381	-32.5	21
chr16-27	20	17
chr16-149	30	154
chr16-6	-43	1143
chr16-223	31.5	51
chr16-34	90	142
chr16-18	103	18
chr16-19	21	332
chr16-291	4	28
chr16-144	-7	31
chr16-162	27.5	26
chr16-13	-18	80
chr16-105	2	23
chr16-51	-5	56
chr16-267	19	11
chr16-23	22.5	34
chr16-226	20	37
chr16-189	27	77
chr16-57	-22	40
chr16-414	48	11
chr16-118	31.5	120
chr16-125	-22	53
chr16-26	9	45
chr16-405	-8	25
chr16-559	-5	16
chr16-229	-7	21
chr16-82	42	72
chr16-138	0	122
chr16-196	-18	33
chr16-928	4	10
chr16-469	16.5	10
chr16-295	143	23
chr16-218	-1.5	26
chr16-107	47.5	122
chr16-327	31	26
chr16-261	27	80
chr16-38	16.5	150
chr16-181	84	119
chr16-272	-5	19
chr16-372	59	30
chr16-288	19	23
chr16-268	-17	45
chr16-377	20.5	46
chr16-470	-158.5	26
chr16-213	-131	100
chr16-65	-17.5	60
chr16-345	23	21
chr16-481	40	18
chr16-153	5	41
chr16-460	82.5	28
chr16-205	37	93
chr16-260	18.5	40
chr16-167	-6.5	108
chr16-86	-1	53
chr16-50	49.5	216
chr16-110	91	61
chr16-530	54	19
chr16-63	86.5	270
chr16-201	122.5	60
chr16-662	50	16
chr16-522	-42.5	14
chr16-96	23.5	12
chr16-322	-6	11
chr16-620	0	10
chr16-166	-26	101
chr16-687	51	17
chr16-76	-5	56
chr16-77	4	14
chr16-135	-56.5	162
chr16-100	10	57
chr16-274	-48	74
chr16-222	99	67
chr16-399	10.5	10
chr16-253	-14	48
chr16-461	40.5	31
chr16-178	26	13
chr16-98	-12	18
chr16-200	19	39
chr16-523	-12	28
chr16-99	-18	49
chr16-182	16	61
chr16-275	18.5	32
chr16-471	34	33
chr16-7	22	700
chr16-25	-4	95
chr16-14	21	256
chr16-420	-8	16
chr16-150	20	56
chr16-369	16	25
chr16-124	9	13
chr16-329	-22	11
chr16-463	52.5	11
chr16-293	11.5	19
chr16-58	14	33
chr16-621	-185	21
chr16-312	-22.5	45
chr16-450	12	16
chr16-64	12	46
chr16-60	4	25
chr16-214	0	21
chr16-101	2	48
chr16-87	-7.5	194
chr16-895	-69.5	12
chr16-160	38	144
chr16-622	-1	13
chr16-389	4	45
chr16-219	26.5	57
chr16-280	-4.5	34
chr16-317	-104	63
chr16-266	-8	10
chr16-446	7.5	20
chr16-67	0	62
chr16-695	-29	10
chr16-127	25	11
chr16-773	-12.5	15
chr16-44	-11	186
chr16-262	37	23
chr16-66	10	102
chr16-72	-1	51
chr16-486	-77	35
chr16-281	-31	11
chr16-240	-44	37
chr16-246	-32	18
chr16-136	-19.5	41
chr16-155	-32	25
chr16-342	74	12
chr16-187	36	33
chr16-282	-14	15
chr16-269	-40	33
chr16-106	68	160
chr16-30	0	14
chr16-533	26.5	22
chr16-3	-7.5	72
chr16-42	63.5	286
chr16-255	17	30
chr16-69	62	137
chr16-352	8	23
chr16-123	-125	176
chr16-112	52.5	178
chr16-816	29.5	14
chr16-212	13	103
chr16-210	31.5	33
chr16-193	63	42
chr16-582	-17.5	13
chr16-73	7	51
chr16-415	53.5	22
chr16-104	8.5	56
chr16-20	8	81
chr16-1003	-2.5	10
chr16-46	34	122
chr16-534	4	27
chr16-169	10	29
chr16-199	-5	28
chr16-49	15	99
chr16-361	-30	24
chr16-35	-13	17
chr16-8	33	959
chr16-535	-3	13
chr16-310	50	19
chr16-188	-17	120
chr16-55	24	123
chr16-1	9	3914
chr16-357	5	40
chr17-247	69	36
chr17-317	-1.5	22
chr17-850	84.5	14
chr17-50	6.5	136
chr17-138	-5	28
chr17-628	4	25
chr17-130	57	119
chr17-126	-27.5	71
chr17-44	-21	24
chr17-257	26	89
chr17-537	0	34
chr17-253	13	41
chr17-20	35	390
chr17-136	6	28
chr17-560	-38.5	18
chr17-348	-8	38
chr17-122	45	139
chr17-508	-18.5	22
chr17-173	-3.5	10
chr17-333	48.5	45
chr17-520	0	16
chr17-723	-34.5	23
chr17-310	-10	28
chr17-254	-10.5	46
chr17-163	17	105
chr17-96	-15	63
chr17-400	3	44
chr17-238	134	19
chr17-426	-127.5	47
chr17-854	-37	14
chr17-647	-51.5	13
chr17-584	-84	33
chr17-13	-22	785
chr17-286	-20	21
chr17-231	46	44
chr17-110	48	16
chr17-190	-22.5	11
chr17-564	54	10
chr17-324	-3	12
chr17-248	-50	99
chr17-856	-107	14
chr17-509	-23.5	37
chr17-7	8	812
chr17-661	-142.5	23
chr17-357	33	37
chr17-92	-21	79
chr17-28	-22	21
chr17-208	-11	104
chr17-104	70	20
chr17-311	14	73
chr17-112	79	102
chr17-8	7	549
chr17-201	22.5	11
chr17-107	9.5	81
chr17-240	12	27
chr17-241	-66	95
chr17-32	1	82
chr17-91	-4	95
chr17-788	14.5	16
chr17-113	0	183
chr17-30	12	49
chr17-385	-79.5	56
chr17-38	-22.5	12
chr17-312	-21	18
chr17-88	-22	48
chr17-899	-58	13
chr17-305	-10.5	30
chr17-119	16.5	26
chr17-586	60	22
chr17-266	29.5	16
chr17-3	-31	1222
chr17-493	-50.5	38
chr17-159	91	61
chr17-276	37	15
chr17-267	52	28
chr17-39	-11.5	20
chr17-149	-7.5	92
chr17-37	9	34
chr17-232	50.5	12
chr17-9	-14	305
chr17-124	34	44
chr17-21	10	435
chr17-185	-18.5	63
chr17-532	-24	20
chr17-103	4	21
chr17-313	12	19
chr17-264	12	11
chr17-222	2	20
chr17-236	-29	97
chr17-495	-10	27
chr17-616	19	16
chr17-678	-7.5	18
chr17-767	58	17
chr17-576	7	31
chr17-472	-19	27
chr17-31	-16.5	10
chr17-833	60	11
chr17-510	-18.5	18
chr17-928	-1.5	12
chr17-548	82.5	10
chr17-281	20.5	82
chr17-191	-37	47
chr17-239	11.5	18
chr17-698	-48	12
chr17-1042	-15	10
chr17-539	-82	34
