transcript	ss_distance_to_3end
chr19-641__ENST00000585860.2__ENSG00000267360.6__CTC-454I21.3__CTC-454I21.3-001__last_exon__in_PolyA_DB	-312
chr19-984__ENST00000618320.4__ENSG00000171777.15__RASGRP4__RASGRP4-205__last_exon__in_PolyA_DB	-1152,-1039
chr19-249__ENST00000586578.1__ENSG00000105278.10__ZFR2__ZFR2-001__last_exon__in_PolyA_DB	-810
chr19-970__ENST00000586578.1__ENSG00000105278.10__ZFR2__ZFR2-001__last_exon__in_PolyA_DB	-626
chr19-543__ENST00000594552.5__ENSG00000182472.8__CAPN12__CAPN12-005__last_exon__in_PolyA_DB	-868,-751,-692
chr19-906__ENST00000594552.5__ENSG00000182472.8__CAPN12__CAPN12-005__last_exon__in_PolyA_DB	-528,-411,-352
chr19-544__ENST00000509705.3__ENSG00000104825.16__NFKBIB__NFKBIB-003__last_exon__in_PolyA_DB	-1914,-1580,-1491
chr19-48__ENST00000509137.6__ENSG00000161243.8__FBXO27__FBXO27-201__after_last_exon__in_PolyA_DB	-222
chr19-344__ENST00000264554.10__ENSG00000129946.10__SHC2__SHC2-001__last_exon__in_PolyA_DB	-734
chr19-1244__ENST00000264554.10__ENSG00000129946.10__SHC2__SHC2-001__last_exon__in_PolyA_DB	-298
chr19-512__ENST00000601660.5__ENSG00000142025.15__DMRTC2__DMRTC2-002__last_exon	-1844
chr19-989__ENST00000337665.8__ENSG00000076928.17__ARHGEF1__ARHGEF1-006__last_exon__in_PolyA_DB	-346
chr19-699__ENST00000262888.7__ENSG00000104783.11__KCNN4__KCNN4-001__last_exon__in_PolyA_DB	-557
chr19-306__ENST00000620012.4__ENSG00000278318.4__ZNF229__ZNF229-003__last_exon__in_PolyA_DB	-2955
chr19-1618__ENST00000620012.4__ENSG00000278318.4__ZNF229__ZNF229-003__last_exon__in_PolyA_DB	-517
chr19-482__ENST00000592176.1__ENSG00000130208.9__APOC1__APOC1-007__last_exon__in_PolyA_DB	-310,-174
chr19-1055__ENST00000585685.5__ENSG00000224916.8__APOC4-APOC2__APOC4-APOC2-002__last_exon__in_PolyA_DB	-465,-397,-237
chr19-535__ENST00000221462.8__ENSG00000104866.10__PPP1R37__PPP1R37-001__last_exon__in_PolyA_DB	-710
chr19-1256__ENST00000586020.1__ENSG00000267385.1__CTB-50L17.14__CTB-50L17.14-001__last_exon	-206
chr19-572__ENST00000391910.7__ENSG00000090372.14__STRN4__STRN4-002__last_exon__in_PolyA_DB	-828
chr19-113__ENST00000331559.9__ENSG00000105419.17__MEIS3__MEIS3-001__last_exon__in_PolyA_DB	-430
chr19-279__ENST00000509570.6__ENSG00000178980.14__SEPW1__SEPW1-201__after_last_exon__in_PolyA_DB	-397
chr19-152__ENST00000354276.7__ENSG00000105499.13__PLA2G4C__PLA2G4C-005__last_exon__in_PolyA_DB	-543
chr19-146__ENST00000401730.5__ENSG00000104852.14__SNRNP70__SNRNP70-004__last_exon__in_PolyA_DB	-998,-896,-808
chr19-998__ENST00000602848.5__ENSG00000177380.13__PPFIA3__PPFIA3-007__last_exon__in_PolyA_DB	-791
chr19-1638__ENST00000599536.1__ENSG00000269469.1__CTD-3148I10.9__CTD-3148I10.9-001__last_exon__in_PolyA_DB	-338,-268
chr19-1640__ENST00000597121.5__ENSG00000126460.10__PRRG2__PRRG2-003__last_exon__in_PolyA_DB	-963,-923,-787,-634
chr19-749__ENST00000525130.5__ENSG00000010361.13__FUZ__FUZ-006__after_last_exon__in_PolyA_DB	-1155,-1050,-852,-756,-649,-584,-509
chr19-44__ENST00000599732.5__ENSG00000104960.15__PTOV1__PTOV1-006__last_exon__in_PolyA_DB	-129
chr19-513__ENST00000622860.4__ENSG00000104946.11__TBC1D17__TBC1D17-202__last_exon__in_PolyA_DB	-321
chr19-441__ENST00000316763.7__ENSG00000105053.10__VRK3__VRK3-001__last_exon__in_PolyA_DB	-317
chr19-514__ENST00000600100.5__ENSG00000142530.10__FAM71E1__FAM71E1-001__last_exon__in_PolyA_DB	-168
chr19-715__ENST00000391788.6__ENSG00000167555.13__ZNF528__ZNF528-002__last_exon__in_PolyA_DB	-232
chr19-606__ENST00000391788.6__ENSG00000167555.13__ZNF528__ZNF528-002__last_exon__in_PolyA_DB	-3278
chr19-1461__ENST00000595001.5__ENSG00000213020.8__ZNF611__ZNF611-002__last_exon__in_PolyA_DB	-4126,-4052
chr19-701__ENST00000594765.5__ENSG00000189430.12__NCR1__NCR1-001__last_exon__in_PolyA_DB	-391
chr19-1467__ENST00000591960.1__ENSG00000160439.15__RDH13__RDH13-005__last_exon__in_PolyA_DB	-1086,-327
chr19-131__ENST00000601799.5__ENSG00000105146.12__AURKC__AURKC-007__last_exon__in_PolyA_DB	-962,-770,-626,-477,-302
chr19-1691__ENST00000600125.5__ENSG00000083814.13__ZNF671__ZNF671-004__last_exon__in_PolyA_DB	-2194,-2067,-1944
chr19-287__ENST00000597348.5__ENSG00000204514.9__ZNF814__ZNF814-004__last_exon__in_PolyA_DB	-166
chr19-787__ENST00000333511.7__ENSG00000172270.18__BSG__BSG-001__last_exon__in_PolyA_DB	-156
chr19-136__ENST00000333511.7__ENSG00000172270.18__BSG__BSG-001__last_exon__in_PolyA_DB	-738
chr19-662__ENST00000590867.5__ENSG00000205744.9__DENND1C__DENND1C-002__last_exon__in_PolyA_DB	-1697,-1537,-1411,-1306,-1215,-1174,-1102,-1057,-949,-881,-673
chr19-1087__ENST00000458625.5__ENSG00000131142.13__CCL25__CCL25-002__after_last_exon__in_PolyA_DB	-446
chr19-648__ENST00000596002.5__ENSG00000167775.10__CD320__CD320-003__last_exon__in_PolyA_DB	-802,-683,-479
chr19-1029__ENST00000600659.2__ENSG00000233927.4__RPS28__RPS28-001__last_exon__in_PolyA_DB	-1060
chr19-489__ENST00000589626.5__ENSG00000127452.8__FBXL12__FBXL12-002__last_exon__in_PolyA_DB	-1448
chr2-2002__ENST00000608781.1__ENSG00000163006.11__CCDC138__CCDC138-007__last_exon__in_PolyA_DB	-376
chr2-228__ENST00000414416.2__ENSG00000175701.10__LINC00116__LINC00116-001__last_exon__in_PolyA_DB	-94
chr2-1696__ENST00000622509.4__ENSG00000153094.21__BCL2L11__BCL2L11-208__last_exon__in_PolyA_DB	-499
chr2-1155__ENST00000622509.4__ENSG00000153094.21__BCL2L11__BCL2L11-208__last_exon__in_PolyA_DB	-4312
chr2-239__ENST00000409573.6__ENSG00000144161.12__ZC3H8__ZC3H8-001__last_exon__in_PolyA_DB	-607
chr2-1027__ENST00000245680.6__ENSG00000115084.12__SLC35F5__SLC35F5-001__last_exon__in_PolyA_DB	-841
chr2-2010__ENST00000429914.5__ENSG00000175497.16__DPP10__DPP10-004__intron	-1228,-1153
chr2-411__ENST00000442217.5__ENSG00000136710.9__CCDC115__CCDC115-002__last_exon__in_PolyA_DB	-987
chr2-308__ENST00000409185.5__ENSG00000152102.17__FAM168B__FAM168B-001__last_exon__in_PolyA_DB	-4577
chr2-1575__ENST00000409185.5__ENSG00000152102.17__FAM168B__FAM168B-001__last_exon	-2680
chr2-1846__ENST00000295181.6__ENSG00000163046.15__ANKRD30BL__ANKRD30BL-004__last_exon	-385,-320
chr2-413__ENST00000449209.1__ENSG00000150551.10__LYPD1__LYPD1-003__after_last_exon__in_PolyA_DB	-8926
chr2-116__ENST00000449209.1__ENSG00000150551.10__LYPD1__LYPD1-003__after_last_exon__in_PolyA_DB	-1257
chr2-1341__ENST00000449209.1__ENSG00000150551.10__LYPD1__LYPD1-003__after_last_exon	-701
chr2-1577__ENST00000449209.1__ENSG00000150551.10__LYPD1__LYPD1-003__after_last_exon	-424
chr2-1278__ENST00000348849.7__ENSG00000153250.18__RBMS1__RBMS1-001__last_exon__in_PolyA_DB	-2614
chr2-1864__ENST00000409195.5__ENSG00000163092.19__XIRP2__XIRP2-001__last_exon__in_PolyA_DB	-1897
chr2-2274__ENST00000430321.5__ENSG00000144357.16__UBR3__UBR3-003__intron__in_PolyA_DB	-2760,-2699,-2565,-2454,-2241,-2104,-2053,-1967,-1869,-1765,-1657,-1531
chr2-464__ENST00000493875.5__ENSG00000128683.13__GAD1__GAD1-003__last_exon__in_PolyA_DB	-1870,-1791,-1641,-1533,-1443
chr2-994__ENST00000264107.11__ENSG00000091409.14__ITGA6__ITGA6-001__last_exon__in_PolyA_DB	-2103
chr2-904__ENST00000420864.5__ENSG00000128654.13__MTX2__MTX2-002__last_exon__in_PolyA_DB	-935,-887,-840,-767,-690,-597,-558,-432,-355
chr2-484__ENST00000420864.5__ENSG00000128654.13__MTX2__MTX2-002__last_exon__in_PolyA_DB	-1023,-975,-928,-855,-778,-685,-646,-520,-443
chr2-1716__ENST00000420864.5__ENSG00000128654.13__MTX2__MTX2-002__last_exon__in_PolyA_DB	-1113,-1065,-1018,-945,-868,-775,-736,-610,-533
chr2-878__ENST00000411529.6__ENSG00000170144.19__HNRNPA3__HNRNPA3-002__last_exon	-368
chr2-579__ENST00000411529.6__ENSG00000170144.19__HNRNPA3__HNRNPA3-002__last_exon__in_PolyA_DB	-1127
chr2-2977__ENST00000411529.6__ENSG00000170144.19__HNRNPA3__HNRNPA3-002__last_exon__in_PolyA_DB	-1976
chr2-940__ENST00000335289.5__ENSG00000187231.13__SESTD1__SESTD1-002__intron	-765,-605,-523,-400,-208
chr2-2575__ENST00000335289.5__ENSG00000187231.13__SESTD1__SESTD1-002__intron	-409
chr2-879__ENST00000440623.5__ENSG00000138434.16__SSFA2__SSFA2-006__last_exon__in_PolyA_DB	-4836,-4627,-3926,-3853,-3764,-1974,-1896,-1768,-1617,-1551,-1086,-968
chr2-163__ENST00000440623.5__ENSG00000138434.16__SSFA2__SSFA2-006__last_exon__in_PolyA_DB	-5046,-4837,-4136,-4063,-3974,-2184,-2106,-1978,-1827,-1761,-1296,-1178
chr2-77__ENST00000427960.5__ENSG00000115368.9__WDR75__WDR75-002__last_exon__in_PolyA_DB	-2346,-2255,-2130,-2059,-1939,-1850,-1691,-1631,-1515,-1339,-1181,-1000,-905,-809,-639,-579,-432,-340
chr2-723__ENST00000519810.5__ENSG00000128694.11__OSGEPL1__OSGEPL1-004__last_exon__in_PolyA_DB	-775,-668
chr2-591__ENST00000435320.1__ENSG00000115896.15__PLCL1__PLCL1-001__last_exon__in_PolyA_DB	-4490,-2015,-1811,-1735,-1625
chr2-1076__ENST00000435320.1__ENSG00000115896.15__PLCL1__PLCL1-001__last_exon__in_PolyA_DB	-5949,-3474,-3270,-3194,-3084
chr2-944__ENST00000431118.5__ENSG00000119004.15__CYP20A1__CYP20A1-005__last_exon__in_PolyA_DB	-975,-807,-728,-612,-557,-436,-324,-259,-169
chr2-389__ENST00000431118.5__ENSG00000119004.15__CYP20A1__CYP20A1-005__last_exon__in_PolyA_DB	-1080,-912,-833,-717,-662,-541,-429,-364,-274
chr2-859__ENST00000431118.5__ENSG00000119004.15__CYP20A1__CYP20A1-005__last_exon__in_PolyA_DB	-1173,-1005,-926,-810,-755,-634,-522,-457,-367
chr2-326__ENST00000431118.5__ENSG00000119004.15__CYP20A1__CYP20A1-005__last_exon__in_PolyA_DB	-1291,-1123,-1044,-928,-873,-752,-640,-575,-485
chr2-2594__ENST00000613925.4__ENSG00000119004.15__CYP20A1__CYP20A1-201__after_last_exon__in_PolyA_DB	-331
chr2-3022__ENST00000613925.4__ENSG00000119004.15__CYP20A1__CYP20A1-201__after_last_exon__in_PolyA_DB	-578
chr2-340__ENST00000450765.5__ENSG00000115568.15__ZNF142__ZNF142-002__last_exon__in_PolyA_DB	-4978,-4810,-3985,-3807,-770,-664
chr2-675__ENST00000281821.6__ENSG00000116106.11__EPHA4__EPHA4-201__last_exon__in_PolyA_DB	-538
chr2-765__ENST00000415298.5__ENSG00000152056.16__AP1S3__AP1S3-002__last_exon__in_PolyA_DB	-720,-582
chr2-316__ENST00000373666.6__ENSG00000123977.9__DAW1__DAW1-002__last_exon__in_PolyA_DB	-651,-574,-411
chr2-130__ENST00000308696.10__ENSG00000173692.12__PSMD1__PSMD1-001__last_exon__in_PolyA_DB	-226
chr2-1622__ENST00000433430.5__ENSG00000144535.19__DIS3L2__DIS3L2-005__last_exon__in_PolyA_DB	-3488,-3238,-3158,-3045,-2937,-2092,-1858,-1778,-1594,-1507,-1250,-1102,-971,-866,-764
chr2-2644__ENST00000409514.5__ENSG00000135930.13__EIF4E2__EIF4E2-003__last_exon__in_PolyA_DB	-241
chr2-437__ENST00000409514.5__ENSG00000135930.13__EIF4E2__EIF4E2-003__last_exon__in_PolyA_DB	-524
chr2-3081__ENST00000409514.5__ENSG00000135930.13__EIF4E2__EIF4E2-003__last_exon__in_PolyA_DB	-2738
chr2-712__ENST00000254653.9__ENSG00000132321.16__IQCA1__IQCA1-002__last_exon__in_PolyA_DB	-872,-633
chr2-1909__ENST00000614476.4__ENSG00000122085.16__MTERF4__MTERF4-201__intron__in_PolyA_DB	-326
chr2-213__ENST00000391973.6__ENSG00000168385.17__SEPT2__SEPT2-002__last_exon__in_PolyA_DB	-585
chr2-104__ENST00000391971.6__ENSG00000168385.17__SEPT2__SEPT2-007__last_exon__in_PolyA_DB	-2061
chr2-809__ENST00000611917.1__ENSG00000219626.8__FAM228B__FAM228B-011__last_exon__in_PolyA_DB	-340,-283
chr2-244__ENST00000610442.1__ENSG00000276087.1__RP11-507M3.1__RP11-507M3.1-001__intron	-898,-730,-623
chr2-2376__ENST00000416160.1__ENSG00000198399.14__ITSN2__ITSN2-008__last_exon__in_PolyA_DB	-3272
chr2-1193__ENST00000405141.5__ENSG00000084676.15__NCOA1__NCOA1-002__last_exon__in_PolyA_DB	-942
chr2-1530__ENST00000405141.5__ENSG00000084676.15__NCOA1__NCOA1-002__last_exon__in_PolyA_DB	-1025
chr2-629__ENST00000405141.5__ENSG00000084676.15__NCOA1__NCOA1-002__last_exon__in_PolyA_DB	-2371
chr2-152__ENST00000380834.6__ENSG00000138092.10__CENPO__CENPO-001__last_exon__in_PolyA_DB	-562
chr2-125__ENST00000380834.6__ENSG00000138092.10__CENPO__CENPO-001__last_exon__in_PolyA_DB	-3023
chr2-728__ENST00000380834.6__ENSG00000138092.10__CENPO__CENPO-001__after_last_exon__in_PolyA_DB	-7255
chr2-392__ENST00000455394.5__ENSG00000084731.14__KIF3C__KIF3C-004__last_exon__in_PolyA_DB	-2752,-2643,-2470
chr2-542__ENST00000455394.5__ENSG00000084731.14__KIF3C__KIF3C-004__last_exon__in_PolyA_DB	-1574,-1465,-1292
chr2-154__ENST00000335756.8__ENSG00000115163.14__CENPA__CENPA-001__last_exon__in_PolyA_DB	-778
chr2-155__ENST00000456793.1__ENSG00000228474.5__OST4__OST4-001__last_exon__in_PolyA_DB	-234
chr2-2385__ENST00000296097.7__ENSG00000163793.12__DNAJC5G__DNAJC5G-001__last_exon	-845
chr2-1140__ENST00000344773.6__ENSG00000158019.20__BRE__BRE-001__last_exon__in_PolyA_DB	-452
chr2-393__ENST00000295055.12__ENSG00000162949.16__CAPN13__CAPN13-001__last_exon__in_PolyA_DB	-466
chr2-864__ENST00000436842.5__ENSG00000171865.9__RNASEH1__RNASEH1-002__after_last_exon__in_PolyA_DB	-5088,-4972,-4807,-4707,-4652,-4567,-4442
chr2-627__ENST00000436842.5__ENSG00000171865.9__RNASEH1__RNASEH1-002__last_exon__in_PolyA_DB	-941,-825,-660,-560,-505,-420,-295
chr2-2151__ENST00000402297.5__ENSG00000218739.9__CEBPZOS__CEBPZOS-002__last_exon__in_PolyA_DB	-355
chr2-1371__ENST00000402297.5__ENSG00000218739.9__CEBPZOS__CEBPZOS-002__last_exon__in_PolyA_DB	-916
chr2-1315__ENST00000402297.5__ENSG00000218739.9__CEBPZOS__CEBPZOS-002__after_last_exon__in_PolyA_DB	-2881
chr2-2401__ENST00000407257.5__ENSG00000115841.19__RMDN2__RMDN2-005__last_exon__in_PolyA_DB	-357
chr2-189__ENST00000425778.5__ENSG00000115875.18__SRSF7__SRSF7-002__last_exon__in_PolyA_DB	-571,-496,-385,-331,-295
chr2-696__ENST00000433605.1__ENSG00000214694.10__ARHGEF33__ARHGEF33-004__after_last_exon__in_PolyA_DB	-269
chr2-1319__ENST00000398653.5__ENSG00000115970.18__THADA__THADA-003__intron__in_PolyA_DB	-2218,-1526,-1347,-1191,-1068,-944,-792,-581,-445,-308
chr2-208__ENST00000426481.5__ENSG00000138078.15__PREPL__PREPL-009__after_last_exon__in_PolyA_DB	-783
chr2-2753__ENST00000428929.5__ENSG00000143919.14__CAMKMT__CAMKMT-007__after_last_exon	-544
chr2-1794__ENST00000404125.5__ENSG00000068878.14__PSME4__PSME4-001__last_exon__in_PolyA_DB	-1505
chr2-1143__ENST00000404125.5__ENSG00000068878.14__PSME4__PSME4-001__last_exon__in_PolyA_DB	-709
chr2-1965__ENST00000263630.12__ENSG00000115355.15__CCDC88A__CCDC88A-001__after_last_exon__in_PolyA_DB	-3358
chr2-518__ENST00000436346.5__ENSG00000115355.15__CCDC88A__CCDC88A-202__last_exon__in_PolyA_DB	-3081
chr2-1672__ENST00000436346.5__ENSG00000115355.15__CCDC88A__CCDC88A-202__last_exon__in_PolyA_DB	-2766
chr2-288__ENST00000428210.5__ENSG00000082898.16__XPO1__XPO1-005__last_exon__in_PolyA_DB	-4944,-4880,-4807,-4745,-4700,-4518,-4469,-4349,-4220,-4061,-2536,-2379,-2215,-2080,-1896,-1789,-1594,-1425,-1290,-1130,-1033
chr2-2433__ENST00000428210.5__ENSG00000082898.16__XPO1__XPO1-005__last_exon__in_PolyA_DB	-4843,-4779,-4706,-4644,-4599,-4417,-4368,-4248,-4119,-3960,-2435,-2278,-2114,-1979,-1795,-1688,-1493,-1324,-1189,-1029,-932
chr2-1200__ENST00000428210.5__ENSG00000082898.16__XPO1__XPO1-005__last_exon__in_PolyA_DB	-4171,-4107,-4034,-3972,-3927,-3745,-3696,-3576,-3447,-3288,-1763,-1606,-1442,-1307,-1123,-1016,-821,-652,-517,-357,-260
chr2-1050__ENST00000456262.5__ENSG00000170264.12__FAM161A__FAM161A-002__last_exon__in_PolyA_DB	-2001,-1901,-1746
chr2-1449__ENST00000417238.5__ENSG00000143951.15__WDPCP__WDPCP-003__after_last_exon__in_PolyA_DB	-11438,-11353,-11305,-11260,-11189,-11129,-11014,-10880,-10688,-10078,-9889,-9765
chr2-846__ENST00000537589.1__ENSG00000011523.13__CEP68__CEP68-201__last_exon__in_PolyA_DB	-209
chr2-924__ENST00000377990.6__ENSG00000011523.13__CEP68__CEP68-001__last_exon__in_PolyA_DB	-201
chr2-1805__ENST00000377990.6__ENSG00000011523.13__CEP68__CEP68-001__last_exon__in_PolyA_DB	-314
chr2-1451__ENST00000377990.6__ENSG00000011523.13__CEP68__CEP68-001__last_exon	-1526
chr2-1327__ENST00000377990.6__ENSG00000011523.13__CEP68__CEP68-001__last_exon__in_PolyA_DB	-3366
chr2-2451__ENST00000487029.1__ENSG00000124380.10__SNRNP27__SNRNP27-005__after_last_exon__in_PolyA_DB	-449,-327
chr2-1204__ENST00000403045.6__ENSG00000075340.22__ADD2__ADD2-007__last_exon	-897,-751,-643,-367,-196
chr2-2458__ENST00000423048.5__ENSG00000116127.17__ALMS1__ALMS1-003__after_last_exon__in_PolyA_DB	-2834,-2708,-2537,-2402,-2231
chr2-927__ENST00000394019.6__ENSG00000188687.16__SLC4A5__SLC4A5-002__last_exon__in_PolyA_DB	-2551
chr2-985__ENST00000394019.6__ENSG00000188687.16__SLC4A5__SLC4A5-002__last_exon__in_PolyA_DB	-1138
chr2-1815__ENST00000394019.6__ENSG00000188687.16__SLC4A5__SLC4A5-002__last_exon	-553
chr2-1259__ENST00000394019.6__ENSG00000188687.16__SLC4A5__SLC4A5-002__last_exon__in_PolyA_DB	-369
chr2-346__ENST00000354204.10__ENSG00000114982.17__KANSL3__KANSL3-001__last_exon__in_PolyA_DB	-4690,-4599,-4413,-4281,-4164,-4062,-3990,-3915,-3757,-3693,-3492,-3335,-3143,-3058,-2927,-2817,-2594,-2460
chr20-78__ENST00000400137.8__ENSG00000088832.15__FKBP1A__FKBP1A-001__last_exon__in_PolyA_DB	-1095
chr20-524__ENST00000377630.9__ENSG00000089091.16__DZANK1__DZANK1-001__last_exon__in_PolyA_DB	-2448,-2355,-2232,-2067,-1859,-1755,-1680,-1583,-1482,-1401,-1273,-1198
chr20-354__ENST00000460891.5__ENSG00000089091.16__DZANK1__DZANK1-008__last_exon__in_PolyA_DB	-972,-872,-779,-656,-491,-283
chr20-312__ENST00000377452.3__ENSG00000125821.11__DTD1__DTD1-001__last_exon__in_PolyA_DB	-528
chr20-416__ENST00000381482.7__ENSG00000125834.12__STK35__STK35-001__last_exon__in_PolyA_DB	-291
chr20-30__ENST00000381482.7__ENSG00000125834.12__STK35__STK35-001__last_exon__in_PolyA_DB	-4772
chr20-40__ENST00000262659.12__ENSG00000101331.15__CCM2L__CCM2L-001__last_exon__in_PolyA_DB	-1180
chr20-11__ENST00000375114.7__ENSG00000125970.11__RALY__RALY-001__last_exon__in_PolyA_DB	-352
chr20-302__ENST00000403542.6__ENSG00000131051.21__RBM39__RBM39-006__last_exon__in_PolyA_DB	-2412,-2362,-2167,-2101,-2047,-1929,-1776,-1638,-1572,-1367,-1289,-1238,-1156,-1050,-971
chr20-110__ENST00000403542.6__ENSG00000131051.21__RBM39__RBM39-006__last_exon__in_PolyA_DB	-1697,-1647,-1452,-1386,-1332,-1214,-1061,-923,-857,-652,-574,-523,-441,-335,-256
chr20-194__ENST00000483815.5__ENSG00000101084.16__C20orf24__C20orf24-002__last_exon__in_PolyA_DB	-516,-386
chr20-114__ENST00000483815.5__ENSG00000101084.16__C20orf24__C20orf24-002__last_exon__in_PolyA_DB	-675,-545
chr20-554__ENST00000343811.8__ENSG00000101353.14__MROH8__MROH8-003__last_exon__in_PolyA_DB	-193
chr20-305__ENST00000372980.3__ENSG00000149596.6__JPH2__JPH2-001__last_exon__in_PolyA_DB	-1807
chr20-140__ENST00000372824.5__ENSG00000101104.12__PABPC1L__PABPC1L-004__last_exon__in_PolyA_DB	-191
chr20-423__ENST00000342873.7__ENSG00000101443.17__WFDC2__WFDC2-006__last_exon__in_PolyA_DB	-162
chr20-839__ENST00000461272.5__ENSG00000101473.16__ACOT8__ACOT8-002__last_exon__in_PolyA_DB	-231
chr20-67__ENST00000616933.4__ENSG00000124140.13__SLC12A5__SLC12A5-202__last_exon__in_PolyA_DB	-5037,-4825,-4654,-4555,-4497,-4322,-4203,-4104,-3984,-3879,-3710,-3514,-3344,-3212,-3104,-2981,-2781,-2766,-2632
chr20-25__ENST00000467800.5__ENSG00000062598.17__ELMO2__ELMO2-006__last_exon__in_PolyA_DB	-1511
chr20-695__ENST00000371564.7__ENSG00000101096.19__NFATC2__NFATC2-001__last_exon__in_PolyA_DB	-4489
chr20-971__ENST00000371564.7__ENSG00000101096.19__NFATC2__NFATC2-001__last_exon__in_PolyA_DB	-1428
chr20-167__ENST00000371471.6__ENSG00000171940.13__ZNF217__ZNF217-001__last_exon__in_PolyA_DB	-2194
chr20-95__ENST00000243997.7__ENSG00000124172.9__ATP5E__ATP5E-001__last_exon__in_PolyA_DB	-157
chr20-210__ENST00000279068.10__ENSG00000149657.19__LSM14B__LSM14B-001__last_exon__in_PolyA_DB	-1212
chr20-415__ENST00000497209.5__ENSG00000101187.15__SLCO4A1__SLCO4A1-005__last_exon__in_PolyA_DB	-510,-361
chr20-174__ENST00000497209.5__ENSG00000101187.15__SLCO4A1__SLCO4A1-005__last_exon__in_PolyA_DB	-688,-539
chr20-213__ENST00000470551.1__ENSG00000101152.10__DNAJC5__DNAJC5-002__last_exon__in_PolyA_DB	-308
chr20-180__ENST00000395053.7__ENSG00000171703.16__TCEA2__TCEA2-201__after_last_exon__in_PolyA_DB	-248,-176
chr20-580__ENST00000635929.1__ENSG00000182621.17__PLCB1__PLCB1-025__intron	-582,-464
chr21-57__ENST00000357345.7__ENSG00000159082.17__SYNJ1__SYNJ1-201__last_exon__in_PolyA_DB	-3039
chr21-375__ENST00000617313.4__ENSG00000177692.11__DNAJC28__DNAJC28-201__after_last_exon__in_PolyA_DB	-220
chr21-87__ENST00000424203.5__ENSG00000159131.16__GART__GART-002__last_exon__in_PolyA_DB	-2129,-1897,-1802,-1692,-1493,-1241,-1088,-881,-743,-612,-470,-354
chr21-75__ENST00000420072.5__ENSG00000205758.11__CRYZL1__CRYZL1-005__last_exon__in_PolyA_DB	-554,-432,-326
chr21-376__ENST00000399352.5__ENSG00000205726.14__ITSN1__ITSN1-024__last_exon__in_PolyA_DB	-386
chr21-76__ENST00000399352.5__ENSG00000205726.14__ITSN1__ITSN1-024__last_exon__in_PolyA_DB	-1512
chr21-210__ENST00000399295.2__ENSG00000205670.10__SMIM11A__SMIM11A-004__last_exon__in_PolyA_DB	-523
chr21-6__ENST00000431390.5__ENSG00000205581.10__HMGN1__HMGN1-002__last_exon__in_PolyA_DB	-1103,-974,-845
chr21-48__ENST00000333634.8__ENSG00000185437.13__SH3BGR__SH3BGR-001__last_exon__in_PolyA_DB	-419
chr21-205__ENST00000400424.6__ENSG00000177398.18__UMODL1__UMODL1-004__last_exon__in_PolyA_DB	-511
chr21-140__ENST00000330317.6__ENSG00000160193.11__WDR4__WDR4-004__last_exon__in_PolyA_DB	-188
chr21-158__ENST00000397961.6__ENSG00000141959.16__PFKL__PFKL-002__last_exon__in_PolyA_DB	-3064,-2903,-2767,-2693,-2615,-2425,-2259,-2214,-2105,-2009,-1916,-1790,-1725,-1661,-1514,-1443,-1355,-1202,-1037,-975,-863,-763,-657
chr21-67__ENST00000291670.9__ENSG00000160282.13__FTCD__FTCD-004__after_last_exon__in_PolyA_DB	-337
chr21-3__ENST00000397743.1__ENSG00000160282.13__FTCD__FTCD-002__last_exon__in_PolyA_DB	-295
chr21-222__ENST00000624758.3__ENSG00000273590.4__SMIM11B__SMIM11B-005__last_exon	-523
chr22-422__ENST00000427926.5__ENSG00000070371.15__CLTCL1__CLTCL1-001__last_exon__in_PolyA_DB	-497
chr22-37__ENST00000407835.5__ENSG00000093009.9__CDC45__CDC45-001__last_exon__in_PolyA_DB	-120
chr22-218__ENST00000437275.5__ENSG00000185252.18__ZNF74__ZNF74-004__last_exon__in_PolyA_DB	-2528,-2401,-2305
chr22-721__ENST00000456303.5__ENSG00000206140.10__TMEM191C__TMEM191C-001__last_exon	-525,-468,-408,-335,-294
chr22-250__ENST00000415762.6__ENSG00000161179.13__YDJC__YDJC-002__last_exon__in_PolyA_DB	-877,-699
chr22-305__ENST00000417788.5__ENSG00000100023.18__PPIL2__PPIL2-003__last_exon__in_PolyA_DB	-1690,-1644,-1581,-1529,-1477,-1385,-1295,-1219,-1058,-969,-893,-786,-696,-662,-544,-487,-414,-351,-217
chr22-100__ENST00000335025.12__ENSG00000100023.18__PPIL2__PPIL2-001__last_exon__in_PolyA_DB	-1147
chr22-591__ENST00000335025.12__ENSG00000100023.18__PPIL2__PPIL2-001__last_exon__in_PolyA_DB	-1560
chr22-315__ENST00000215832.10__ENSG00000100030.14__MAPK1__MAPK1-001__last_exon__in_PolyA_DB	-3897
chr22-537__ENST00000215832.10__ENSG00000100030.14__MAPK1__MAPK1-001__last_exon__in_PolyA_DB	-1652
chr22-200__ENST00000444502.5__ENSG00000100038.19__TOP3B__TOP3B-002__last_exon	-3538,-3341,-3184,-3070,-2979,-2824,-2718,-2571,-2397,-2268,-1663
chr22-538__ENST00000398512.9__ENSG00000186716.19__BCR__BCR-201__intron__uncertain	-1947,-1872,-1774
chr22-424__ENST00000398512.9__ENSG00000186716.19__BCR__BCR-201__intron__in_PolyA_DB	-8327,-8252,-8154
chr22-279__ENST00000415388.5__ENSG00000100024.14__UPB1__UPB1-002__last_exon	-1097,-1002,-840,-670,-588,-545,-390
